ticket_id,created_at,requester_department,requester_title,request_type,request_summary,details,mandatory_fields,fields_provided,outcome,security_risk_score,resolution_time_hours,approver_role
b2a5e920-927d-4291-be73-64c820888738,2025-03-27 10:04:00,Marketing,Content Strategist,Permission Change,Temporary admin access to AWS for 5 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 5 hours. Related Jira ticket: INFRA-4786.",Business Justification; Duration; Manager Approval,Duration; Manager Approval,Info Requested,81,,Security Manager
2e463f0e-3048-4b99-aea9-aa665d1bd9d2,2024-06-15 12:04:00,Data Science,Data Scientist,Firewall Change,Allow SSH to external IP 162.247.220.181 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 162.247.220.181 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,83,43.0,Security Analyst
49acedaf-3157-4908-abdc-aa30fcc6b181,2025-01-07 08:04:00,Sales,Sales Ops Analyst,Permission Change,Temporary admin access to AWS for 3 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 3 hours. Related Jira ticket: INFRA-1909.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,70,44.0,Security Manager
aec08c94-afc0-4ea8-90c4-4464ebbcf374,2024-10-09 10:04:00,Operations,Logistics Coordinator,Cloud Resource Access,ReadOnly access to S3 bucket acme-stage-century,"Access requested for S3 bucket acme-stage-century to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification; Data Sensitivity Level,Approved,61,10.0,CISO
b60ff1c0-1047-452d-a38b-5325bd5f76ba,2024-12-21 10:04:00,Finance,Financial Analyst,Network Access,Open port 3306 from 10.74.145.0/24 to RDS cluster rds-acme-dev,"Request to allow MySQL traffic from internal subnet 10.74.145.0/24 to RDS cluster rds-acme-dev.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Source CIDR; Approval from Engineering Lead,Info Requested,70,,CISO
0cb02064-3e69-495a-9bc0-27d18139b3e7,2024-07-28 00:04:00,Engineering,SRE,Vendor Approval,Onboard vendor Ward PLC for campaign analytics,Ward PLC provides marketing analytics services. They completed ACME's security questionnaire with a passing score and have a valid SOC 2 Type II report. No PII involved.,Vendor Security Questionnaire; Data Classification; Legal Review,Vendor Security Questionnaire; Data Classification; Legal Review,Approved,56,7.0,Security Analyst
bee4e09f-4552-41c1-b0be-ed83e0025e7f,2025-01-13 02:04:00,Engineering,Software Engineer,Vendor Approval,"Onboard vendor Flowers, Wood and King for campaign analytics","Flowers, Wood and King provides marketing analytics services. They completed ACME's security questionnaire with a passing score and have a valid SOC 2 Type II report. No PII involved.",Vendor Security Questionnaire; Data Classification; Legal Review,Data Classification; Legal Review,Info Requested,48,,Security Manager
cad2f171-11d5-4abd-90ae-dde5468a8873,2024-11-09 12:04:00,Finance,Controller,DevTool Install,Install VSCode extension 'stand',"Requesting installation of extension 'stand' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification,Info Requested,40,,CISO
0e90a9d6-a736-4920-9cae-fb55e2641320,2024-10-07 12:04:00,Sales,Sales Ops Analyst,Firewall Change,Allow SSH to external IP 74.100.188.153 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 74.100.188.153 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,74,47.0,Security Manager
e46c12f5-1d6b-495a-a1b3-03042010806a,2024-08-22 13:04:00,IT,IT Specialist,DevTool Install,Install VSCode extension 'ten',"Requesting installation of extension 'ten' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification; Team Lead Approval,Approved,42,3.0,CISO
7ccff253-c71f-4b48-815f-fd83a992e006,2025-02-01 01:04:00,Data Science,Data Scientist,Network Access,Open port 3306 from 10.70.203.0/24 to RDS cluster rds-acme-dev,"Request to allow MySQL traffic from internal subnet 10.70.203.0/24 to RDS cluster rds-acme-dev.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Business Justification; Source CIDR,Info Requested,78,,CISO
57c4505a-8359-4500-8f25-f327a45fed07,2024-08-18 20:04:00,Finance,Controller,Firewall Change,Allow SSH to external IP 20.192.145.147 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 20.192.145.147 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification,Info Requested,83,,CISO
995eedd1-63da-4454-9daa-b94141ac648e,2024-05-26 18:04:00,Finance,Financial Analyst,Cloud Resource Access,ReadOnly access to S3 bucket acme-prod-art,"Access requested for S3 bucket acme-prod-art to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,,Info Requested,50,,Security Analyst
dc794355-a2e1-42aa-9c77-b07cb520eaad,2024-10-18 01:04:00,HR,People Partner,Cloud Resource Access,ReadOnly access to S3 bucket acme-prod-become,"Access requested for S3 bucket acme-prod-become to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification,Info Requested,63,,Security Manager
37c83cb0-c8f8-450a-8773-1935544d9d9e,2025-02-23 08:04:00,Engineering,Frontend Engineer,Firewall Change,Allow SSH to external IP 216.170.222.34 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 216.170.222.34 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,66,36.0,CISO
5f14c5b7-1048-4799-ab9b-d1e4cb2aeed0,2024-12-28 06:04:00,IT,IT Support,Data Export,Export 39GB of anonymized data to S3 bucket acme-prod-job,"Request to export anonymized user event data (~39GB) for ML model training.
Data to be exported to secure S3 bucket acme-prod-job. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,64,44.0,CISO
fd8dc53e-3159-4f47-a83e-9493c64cd8fe,2024-07-05 20:04:00,Finance,Financial Analyst,Cloud Resource Access,ReadOnly access to S3 bucket acme-dev-recognize,"Access requested for S3 bucket acme-dev-recognize to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification,Info Requested,63,,Security Manager
6bbbcbfc-1abb-4360-9c24-ca40c55934e4,2025-01-01 19:04:00,IT,IT Specialist,Data Export,Export 15GB of anonymized data to S3 bucket acme-stage-spring,"Request to export anonymized user event data (~15GB) for ML model training.
Data to be exported to secure S3 bucket acme-stage-spring. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,85,40.0,Security Manager
f184b584-58e1-4a0d-ba32-c0366480f994,2025-03-22 10:04:00,Finance,Financial Analyst,Data Export,Export 24GB of anonymized data to S3 bucket acme-prod-series,"Request to export anonymized user event data (~24GB) for ML model training.
Data to be exported to secure S3 bucket acme-prod-series. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved,Info Requested,87,,Security Manager
ddc384cc-754e-4101-866f-592a4ece0b23,2024-08-09 03:04:00,Finance,Controller,DevTool Install,Install VSCode extension 'media',"Requesting installation of extension 'media' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification; Team Lead Approval,Approved,50,43.0,Security Analyst
761f955b-ae74-4afc-aac0-7fc6fd37d298,2024-07-29 02:04:00,Data Science,ML Engineer,Firewall Change,Allow SSH to external IP 20.234.135.31 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 20.234.135.31 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Destination IP,Info Requested,85,,CISO
818181f8-6bf5-495f-9d4c-4009fe268570,2024-07-30 00:04:00,Sales,Account Executive,Data Export,Export 42GB of anonymized data to S3 bucket acme-stage-describe,"Request to export anonymized user event data (~42GB) for ML model training.
Data to be exported to secure S3 bucket acme-stage-describe. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,79,38.0,CISO
1f1e4ec7-c3ff-41ed-ab86-40627a462370,2024-12-10 01:04:00,Operations,Logistics Coordinator,Network Access,Open port 3306 from 10.148.36.0/24 to RDS cluster rds-acme-dev,"Request to allow MySQL traffic from internal subnet 10.148.36.0/24 to RDS cluster rds-acme-dev.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Source CIDR; Approval from Engineering Lead,Info Requested,81,,Security Analyst
992568cd-2e19-43c4-8a61-c1913a5343e3,2024-07-17 22:04:00,Engineering,Software Engineer,DevTool Install,Install VSCode extension 'they',"Requesting installation of extension 'they' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification; Team Lead Approval,Approved,32,48.0,Security Manager
17b35769-c941-4ea2-8c45-2e6831ef3fd3,2024-10-24 20:04:00,IT,IT Support,DevTool Install,Install VSCode extension 'role',"Requesting installation of extension 'role' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification; Team Lead Approval,Approved,44,35.0,Security Manager
32d23227-44c5-487e-8cc6-a2b677c44dad,2025-01-07 02:04:00,Engineering,DevOps Engineer,Permission Change,Temporary admin access to AWS for 5 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 5 hours. Related Jira ticket: INFRA-7501.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,88,39.0,Security Manager
75b74c1d-7c60-45ab-be14-fc5073e37d1d,2025-01-13 14:04:00,Data Science,ML Engineer,Firewall Change,Allow SSH to external IP 223.89.233.148 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 223.89.233.148 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System,Info Requested,66,,CISO
02b58b4e-5723-4dcb-80bf-3b22b46d879d,2025-02-05 02:04:00,IT,IT Support,Firewall Change,Allow SSH to external IP 125.113.111.97 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 125.113.111.97 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,85,18.0,CISO
c46f6deb-95e2-401b-b8ab-3f0f81db3b2f,2025-01-28 15:04:00,HR,People Partner,Network Access,Open port 3306 from 10.16.112.0/24 to RDS cluster rds-acme-prod,"Request to allow MySQL traffic from internal subnet 10.16.112.0/24 to RDS cluster rds-acme-prod.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Business Justification; Source CIDR; Approval from Engineering Lead,Approved,89,31.0,Security Analyst
44413782-8dd3-4529-a181-820a97c988ca,2025-03-05 05:04:00,Marketing,SEO Specialist,Network Access,Open port 3306 from 10.59.201.0/24 to RDS cluster rds-acme-dev,"Request to allow MySQL traffic from internal subnet 10.59.201.0/24 to RDS cluster rds-acme-dev.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Business Justification; Source CIDR,Info Requested,74,,Security Manager
87f6e52b-3385-4e28-b782-16a7b1105af4,2025-03-16 12:04:00,IT,IT Support,Data Export,Export 24GB of anonymized data to S3 bucket acme-prod-nice,"Request to export anonymized user event data (~24GB) for ML model training.
Data to be exported to secure S3 bucket acme-prod-nice. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,57,47.0,Security Analyst
62148050-6248-46dd-b59a-edc4c460012f,2024-09-02 19:04:00,Operations,Operations Manager,Firewall Change,Allow SSH to external IP 1.130.44.225 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 1.130.44.225 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,91,44.0,Security Analyst
d18bc064-758a-4cbb-b9d8-376f8b9b93c8,2024-10-17 15:04:00,Engineering,Backend Engineer,Cloud Resource Access,ReadOnly access to S3 bucket acme-dev-parent,"Access requested for S3 bucket acme-dev-parent to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification; Data Sensitivity Level,Approved,62,34.0,CISO
8688904b-7f5c-4222-8144-df74fbb0f7bc,2024-12-03 14:04:00,HR,People Partner,Network Access,Open port 3306 from 10.68.176.0/24 to RDS cluster rds-acme-dev,"Request to allow MySQL traffic from internal subnet 10.68.176.0/24 to RDS cluster rds-acme-dev.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Business Justification; Source CIDR; Approval from Engineering Lead,Approved,82,28.0,Security Analyst
ac0f8859-1f7e-4925-b3af-e35c99f58f70,2025-03-07 19:04:00,Sales,Account Executive,Cloud Resource Access,ReadOnly access to S3 bucket acme-dev-husband,"Access requested for S3 bucket acme-dev-husband to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification,Info Requested,59,,Security Manager
6941e875-d91c-43db-b257-c5114fd5a054,2025-05-11 16:04:00,Marketing,Marketing Manager,Cloud Resource Access,ReadOnly access to S3 bucket acme-prod-TV,"Access requested for S3 bucket acme-prod-TV to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification,Info Requested,59,,Security Manager
40ebf99d-e24d-4be9-80dc-92a7d31463a7,2024-06-07 07:04:00,Marketing,Marketing Manager,Cloud Resource Access,ReadOnly access to S3 bucket acme-dev-themselves,"Access requested for S3 bucket acme-dev-themselves to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification; Data Sensitivity Level,Approved,77,36.0,Security Manager
8a452ce5-0893-47f6-9356-84b0e25de2f4,2025-05-17 00:04:00,Marketing,Content Strategist,Data Export,Export 15GB of anonymized data to S3 bucket acme-dev-difficult,"Request to export anonymized user event data (~15GB) for ML model training.
Data to be exported to secure S3 bucket acme-dev-difficult. No direct identifiers present.",Business Justification; PII Involved; Data Destination,PII Involved; Data Destination,Info Requested,60,,CISO
609dca8b-7691-44b6-8769-b599620d83df,2024-12-14 12:04:00,Operations,Logistics Coordinator,Permission Change,Temporary admin access to AWS for 7 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 7 hours. Related Jira ticket: INFRA-7210.",Business Justification; Duration; Manager Approval,Duration; Manager Approval,Info Requested,79,,CISO
53981d2b-bfe7-487d-b0ed-b64a9bb92226,2025-02-09 22:04:00,Engineering,DevOps Engineer,Permission Change,Temporary admin access to AWS for 5 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 5 hours. Related Jira ticket: INFRA-6382.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,93,6.0,Security Manager
0d166345-f669-464d-a7e1-82963ef5c326,2025-01-25 05:04:00,Data Science,Data Scientist,Permission Change,Temporary admin access to AWS for 3 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 3 hours. Related Jira ticket: INFRA-5062.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,83,46.0,Security Manager
5632c106-e3ae-4b5e-ae71-b5ecf075719a,2024-07-21 09:04:00,Operations,Program Manager,DevTool Install,Install VSCode extension 'analysis',"Requesting installation of extension 'analysis' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Team Lead Approval,Info Requested,39,,Security Analyst
9b7b5ed5-a7aa-4626-beda-28fe3d92e4f5,2025-01-10 00:04:00,Data Science,ML Engineer,DevTool Install,Install VSCode extension 'impact',"Requesting installation of extension 'impact' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification; Team Lead Approval,Approved,30,42.0,CISO
90fe1101-4104-4d1d-a203-1350d67a4836,2024-09-13 21:04:00,IT,System Administrator,Permission Change,Temporary admin access to AWS for 1 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 1 hours. Related Jira ticket: INFRA-5301.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,77,13.0,CISO
cda2dcff-21af-4e26-af33-4cc6d172a229,2024-07-28 23:04:00,Data Science,Data Scientist,Cloud Resource Access,ReadOnly access to S3 bucket acme-dev-any,"Access requested for S3 bucket acme-dev-any to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification; Data Sensitivity Level,Approved,72,16.0,CISO
12b39b87-9fc4-4084-b767-cb22c3e5d14d,2025-05-02 14:04:00,Finance,Financial Analyst,Firewall Change,Allow SSH to external IP 202.171.161.37 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 202.171.161.37 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,91,26.0,CISO
49d05e71-d14a-40b9-b8cc-012842f01b83,2024-11-16 07:04:00,Operations,Operations Manager,Vendor Approval,Onboard vendor Mcmahon-Garcia for campaign analytics,Mcmahon-Garcia provides marketing analytics services. They completed ACME's security questionnaire with a passing score and have a valid SOC 2 Type II report. No PII involved.,Vendor Security Questionnaire; Data Classification; Legal Review,Vendor Security Questionnaire; Data Classification; Legal Review,Approved,53,42.0,Security Analyst
158ec50d-bead-46f9-96fe-9f17636cdca5,2024-10-26 08:04:00,Sales,Sales Ops Analyst,DevTool Install,Install VSCode extension 'region',"Requesting installation of extension 'region' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification; Team Lead Approval,Approved,39,22.0,Security Analyst
1383bc65-1b3e-47ee-973b-8278d313de42,2025-03-27 11:04:00,Finance,Controller,Cloud Resource Access,ReadOnly access to S3 bucket acme-dev-thing,"Access requested for S3 bucket acme-dev-thing to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Data Sensitivity Level,Info Requested,66,,Security Analyst
4b518518-8366-457d-b159-6e4f88ae4579,2025-03-03 10:04:00,Marketing,SEO Specialist,Permission Change,Temporary admin access to AWS for 8 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 8 hours. Related Jira ticket: INFRA-7792.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,84,45.0,Security Analyst
e21401cf-c83e-4057-916f-55f0d952639c,2025-04-14 07:04:00,IT,System Administrator,Permission Change,Temporary admin access to AWS for 5 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 5 hours. Related Jira ticket: INFRA-3692.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,76,24.0,Security Analyst
59b58f08-05d0-4eae-872c-b011a27fe4a3,2024-10-27 10:04:00,IT,System Administrator,Vendor Approval,Onboard vendor Robinson-Fisher for campaign analytics,Robinson-Fisher provides marketing analytics services. They completed ACME's security questionnaire with a passing score and have a valid SOC 2 Type II report. No PII involved.,Vendor Security Questionnaire; Data Classification; Legal Review,Data Classification; Legal Review,Info Requested,48,,Security Manager
3f99aa00-0751-4930-9914-53dae3d3bf05,2024-11-07 20:04:00,Engineering,Software Engineer,Permission Change,Temporary admin access to AWS for 8 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 8 hours. Related Jira ticket: INFRA-5284.",Business Justification; Duration; Manager Approval,Duration; Manager Approval,Info Requested,85,,Security Analyst
5b6cabd1-6439-462d-98d5-7b5fcc7d9051,2024-10-23 15:04:00,HR,Recruiter,DevTool Install,Install VSCode extension 'clear',"Requesting installation of extension 'clear' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification; Team Lead Approval,Approved,40,14.0,Security Manager
8b34c65e-82f6-4d44-b1ab-a84a182bf9e5,2024-12-09 22:04:00,HR,Recruiter,Vendor Approval,Onboard vendor Hendrix-Ford for campaign analytics,Hendrix-Ford provides marketing analytics services. They completed ACME's security questionnaire with a passing score and have a valid SOC 2 Type II report. No PII involved.,Vendor Security Questionnaire; Data Classification; Legal Review,Vendor Security Questionnaire; Data Classification; Legal Review,Approved,78,9.0,CISO
71ba9af8-7fad-4989-85e3-cc960bc1cf12,2024-06-27 09:04:00,Operations,Program Manager,Permission Change,Temporary admin access to AWS for 5 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 5 hours. Related Jira ticket: INFRA-4961.",Business Justification; Duration; Manager Approval,Business Justification; Duration,Info Requested,91,,Security Analyst
7cc22d44-3137-47d2-a8e8-f9b74a48d230,2024-06-10 08:04:00,Finance,Controller,Data Export,Export 31GB of anonymized data to S3 bucket acme-dev-tonight,"Request to export anonymized user event data (~31GB) for ML model training.
Data to be exported to secure S3 bucket acme-dev-tonight. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,74,11.0,Security Analyst
a8aec1a6-1274-41a1-90bf-bfd35d72a688,2024-10-14 13:04:00,Marketing,Marketing Manager,Permission Change,Temporary admin access to AWS for 8 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 8 hours. Related Jira ticket: INFRA-1568.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,76,7.0,CISO
6f5b0074-921b-432b-8c9f-2ddda530ab7b,2025-05-05 18:04:00,Sales,Sales Ops Analyst,Vendor Approval,Onboard vendor Flores and Sons for campaign analytics,Flores and Sons provides marketing analytics services. They completed ACME's security questionnaire with a passing score and have a valid SOC 2 Type II report. No PII involved.,Vendor Security Questionnaire; Data Classification; Legal Review,Vendor Security Questionnaire; Data Classification; Legal Review,Approved,70,22.0,Security Manager
7b187872-709f-4d8a-a142-4a2a5b463efc,2024-11-27 21:04:00,Finance,Financial Analyst,Permission Change,Temporary admin access to AWS for 5 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 5 hours. Related Jira ticket: INFRA-6990.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,72,26.0,CISO
8f99b747-2a19-4036-9485-2f973e5c3233,2025-05-22 00:04:00,HR,HR Specialist,Vendor Approval,"Onboard vendor Mills, Gilmore and Williams for campaign analytics","Mills, Gilmore and Williams provides marketing analytics services. They completed ACME's security questionnaire with a passing score and have a valid SOC 2 Type II report. No PII involved.",Vendor Security Questionnaire; Data Classification; Legal Review,Vendor Security Questionnaire; Data Classification; Legal Review,Approved,61,23.0,CISO
dbbcf2cb-9a37-496a-b92f-8c26f5b8f13d,2024-07-29 12:04:00,IT,IT Support,Network Access,Open port 3306 from 10.181.247.0/24 to RDS cluster rds-acme-prod,"Request to allow MySQL traffic from internal subnet 10.181.247.0/24 to RDS cluster rds-acme-prod.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Source CIDR; Approval from Engineering Lead,Info Requested,72,,Security Analyst
9386ba73-ac63-42d2-b42c-87abff0afa88,2024-11-26 10:04:00,Engineering,DevOps Engineer,Permission Change,Temporary admin access to AWS for 2 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 2 hours. Related Jira ticket: INFRA-4359.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,74,22.0,Security Manager
38b9026f-cf19-4ff6-8bbb-4c5abfb4cb2b,2024-09-01 06:04:00,Engineering,Software Engineer,Firewall Change,Allow SSH to external IP 132.122.227.79 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 132.122.227.79 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,86,45.0,CISO
89943e34-e12a-43f3-83fd-a6f03a3701e6,2024-06-20 20:04:00,Finance,Financial Analyst,Permission Change,Temporary admin access to AWS for 5 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 5 hours. Related Jira ticket: INFRA-4418.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,94,5.0,Security Analyst
c2e6c238-db8b-4376-843a-5a4d15653796,2024-12-02 22:04:00,HR,People Partner,Data Export,Export 13GB of anonymized data to S3 bucket acme-stage-doctor,"Request to export anonymized user event data (~13GB) for ML model training.
Data to be exported to secure S3 bucket acme-stage-doctor. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,59,15.0,Security Manager
9e205199-4c5e-4573-a4a4-d297409d0ea7,2024-10-22 01:04:00,Finance,Controller,Cloud Resource Access,ReadOnly access to S3 bucket acme-stage-home,"Access requested for S3 bucket acme-stage-home to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification; Data Sensitivity Level,Approved,64,19.0,Security Analyst
fb839be8-bac0-435e-beb6-885659d2f519,2024-11-27 19:04:00,Marketing,Content Strategist,Data Export,Export 11GB of anonymized data to S3 bucket acme-stage-wrong,"Request to export anonymized user event data (~11GB) for ML model training.
Data to be exported to secure S3 bucket acme-stage-wrong. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved,Info Requested,82,,Security Analyst
d12c7e58-ae93-48b9-b940-a7d1ce81fbed,2025-05-14 08:04:00,HR,HR Specialist,Cloud Resource Access,ReadOnly access to S3 bucket acme-prod-experience,"Access requested for S3 bucket acme-prod-experience to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification; Data Sensitivity Level,Approved,63,23.0,Security Analyst
56899579-be76-47bc-8ab0-30cf48af15e3,2025-03-26 07:04:00,Finance,Controller,Cloud Resource Access,ReadOnly access to S3 bucket acme-prod-item,"Access requested for S3 bucket acme-prod-item to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification; Data Sensitivity Level,Approved,76,44.0,Security Manager
b9ecb937-093e-4d8c-ad99-8f8f35841e40,2024-06-28 07:04:00,Finance,Controller,Vendor Approval,"Onboard vendor Hicks, Reid and Strong for campaign analytics","Hicks, Reid and Strong provides marketing analytics services. They completed ACME's security questionnaire with a passing score and have a valid SOC 2 Type II report. No PII involved.",Vendor Security Questionnaire; Data Classification; Legal Review,Vendor Security Questionnaire; Data Classification; Legal Review,Approved,71,14.0,CISO
7cb90145-228f-44df-979d-f1f45ab31c31,2025-04-06 15:04:00,Data Science,Data Scientist,Permission Change,Temporary admin access to AWS for 2 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 2 hours. Related Jira ticket: INFRA-4820.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,86,38.0,Security Manager
3ac2cd83-917d-4ba9-a48a-65a0262296b4,2024-08-13 20:04:00,Engineering,SRE,Cloud Resource Access,ReadOnly access to S3 bucket acme-stage-what,"Access requested for S3 bucket acme-stage-what to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification; Data Sensitivity Level,Approved,55,18.0,Security Manager
